"period","adm_AEX_hoog","adm_AEX_laag","adm_AEX_open","adm_AEX_sluit","adm_AEX_volume","adm_AMX_hoog","adm_AMX_laag","adm_AMX_open","adm_AMX_sluit","adm_SP500_hoog","adm_SP500_laag","adm_SP500_open","adm_SP500_sluit","adm_SP500_volume","arb_beroepsbevolking_totaal","arb_beroepsbevolking_werkloos","arb_beroepsbevolking_werkzaam","arb_cao_lonen_totaal","arb_cao_loonkosten_totaal","arb_uitkering_bijstand","arb_uitkering_ongeschiktheid","arb_uitkering_werkloos","arb_werkloosheidspercentage","ind_consumentenvertrouwen","ind_CPI_afgeleid_diensten","ind_CPI_afgeleid_energie","ind_CPI_afgeleid_goederen","ind_CPI_afgeleid_inflatie_diensten","ind_CPI_afgeleid_inflatie_energie","ind_CPI_afgeleid_inflatie_goederen","ind_CPI_afgeleid_inflatie_kern","ind_CPI_afgeleid_inflatie_totaal","ind_CPI_afgeleid_inflatie_voeding","ind_CPI_afgeleid_inflatie_woninghuur","ind_CPI_afgeleid_kern","ind_CPI_afgeleid_totaal","ind_CPI_afgeleid_voeding","ind_CPI_afgeleid_woninghuur","ind_CPI_diensten","ind_CPI_energie","ind_CPI_goederen","ind_CPI_inflatie_diensten","ind_CPI_inflatie_energie","ind_CPI_inflatie_goederen","ind_CPI_inflatie_kern","ind_CPI_inflatie_totaal","ind_CPI_inflatie_voeding","ind_CPI_inflatie_woninghuur","ind_CPI_kern","ind_CPI_totaal","ind_CPI_voeding","ind_CPI_woninghuur","ind_economisch_klimaat","ind_economische_situatie_toekomst","ind_economische_situatie_verleden","ind_EICP","ind_EICP_inflatie","ind_faillissementen","ind_financiele_situatie_toekomst","ind_financiele_situatie_verleden","ind_grote_aankopen","ind_HICP","ind_HICP_inflatie","ind_koopbereidheid","ind_MUICP","ind_MUICP_inflatie","ind_PPI_afzetprijzen_binnenland_basismetalen","ind_PPI_afzetprijzen_binnenland_chemie","ind_PPI_afzetprijzen_binnenland_delfstoffenwinning","ind_PPI_afzetprijzen_binnenland_gas_elektriciteit","ind_PPI_afzetprijzen_binnenland_machines","ind_PPI_afzetprijzen_binnenland_voeding","ind_PPI_afzetprijzen_buitenland_basismetalen","ind_PPI_afzetprijzen_buitenland_chemie","ind_PPI_afzetprijzen_buitenland_delfstoffenwinning","ind_PPI_afzetprijzen_buitenland_gas_elektriciteit","ind_PPI_afzetprijzen_buitenland_machines","ind_PPI_afzetprijzen_buitenland_voeding","ind_PPI_invoerprijzen_basismetalen","ind_PPI_invoerprijzen_chemie","ind_PPI_invoerprijzen_delfstoffenwinning","ind_PPI_invoerprijzen_gas_elektriciteit","ind_PPI_invoerprijzen_machines","ind_PPI_invoerprijzen_voeding","ind_PPI_verbruiksprijzen_basismetalen","ind_PPI_verbruiksprijzen_chemie","ind_PPI_verbruiksprijzen_delfstoffenwinning","ind_PPI_verbruiksprijzen_gas_elektriciteit","ind_PPI_verbruiksprijzen_machines","ind_PPI_verbruiksprijzen_voeding","ind_producentenvertrouwen_sectorC","int_invoer_goederen_brandstoffen","int_invoer_goederen_chemische_producten","int_invoer_goederen_dranken_tabak","int_invoer_goederen_fabricaten","int_invoer_goederen_gefabriceerd","int_invoer_goederen_grondstoffen","int_invoer_goederen_machines","int_invoer_goederen_niet_afzonderlijk_genoemd","int_invoer_goederen_niet_fysiek","int_invoer_goederen_olien","int_invoer_goederen_totaal","int_invoer_goederen_voeding_levende_dieren","int_invoer_prijs_index","int_invoer_prijs_inflatie","int_invoer_volume_index","int_invoer_volume_inflatie","int_invoer_waarde_index","int_invoer_waarde_inflatie","int_ruilvoet_index","int_ruilvoet_inflatie","int_uitvoer_goederen_brandstoffen","int_uitvoer_goederen_chemische_producten","int_uitvoer_goederen_dranken_tabak","int_uitvoer_goederen_fabricaten","int_uitvoer_goederen_gefabriceerd","int_uitvoer_goederen_grondstoffen","int_uitvoer_goederen_machines","int_uitvoer_goederen_niet_afzonderlijk_genoemd","int_uitvoer_goederen_niet_fysiek","int_uitvoer_goederen_olien","int_uitvoer_goederen_totaal","int_uitvoer_goederen_voeding_levende_dieren","int_uitvoer_prijs_index","int_uitvoer_prijs_inflatie","int_uitvoer_volume_index","int_uitvoer_volume_inflatie","int_uitvoer_waarde_index","int_uitvoer_waarde_inflatie","prd_productie_index_aardolie_en_aardgaswinning","prd_productie_index_basismetalen","prd_productie_index_chemie","prd_productie_index_delfstoffenwinning","prd_productie_index_gas_en_elektriciteit","prd_productie_index_industrie","prd_productie_index_machines","prd_productie_index_nijverheid_en_energie","prd_productie_index_voeding","rwk_Amerikaanse_dollar_euro","rwk_basisherfinancieringsrente_flexibel","rwk_basisherfinancieringsrente_vast","rwk_Britse_pond_euro","rwk_Chinese_yuan_euro","rwk_depositorente","rwk_Euribor_1_jaar","rwk_Euribor_1_maand","rwk_Euribor_3_maanden","rwk_Euribor_6_maanden","rwk_Japanse_yen_euro","rwk_marginale_beleningsrente","wnm_aantal_verkochte_koopwoningen_bestaand","wnm_bouwvergunning_recreatiewoningen","wnm_bouwvergunning_woningen","wnm_bouwvergunning_wooneenheden","wnm_gemiddelde_verkoopprijs_koopwoningen_bestaand","wnm_huizenprijsindex_inflatie_koopwoningen_bestaand","wnm_huizenprijsindex_koopwoningen_bestaand","wnm_totale_verkoopprijs_koopwoningen_bestaand","wnm_voorraad_niet_woningen_Nederland","wnm_voorraad_niet_woningen_Noord_Nederland","wnm_voorraad_niet_woningen_Oost_Nederland","wnm_voorraad_niet_woningen_West_Nederland","wnm_voorraad_niet_woningen_Zuid_Nederland","wnm_voorraad_woningen_Nederland","wnm_voorraad_woningen_Noord_Nederland","wnm_voorraad_woningen_Oost_Nederland","wnm_voorraad_woningen_West_Nederland","wnm_voorraad_woningen_Zuid_Nederland"
"2007M07",563.97998,523.76001,545.5,533.98999,152580309.090909,NA,NA,NA,NA,1555.900024,1454.25,1504.660034,1455.27002,3349401428.57143,8808,471,8337,NA,NA,316.4,849.5,207.6,5.3,23,85.27,101.29,95.08,1.7,-0.6,0.8,1.6,1.3,0.6,1.3,88.87,89.61,86.9,81.17,83.54,91.36,90.98,1.8,0,1,1.7,1.5,0.9,1.3,87.23,86.93,82.84,81.17,38,35,41,86.42,2,671,19,10,10,87.94,1.4,13,88.39,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,0.6,83.1,7.5,79.2,8.2,100.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8,1.1,81.7,7.6,78.3,8.8,129,94,99,127.5,98.7,100,92.5,104.2,89.6,1.3715590909091,4,NA,0.6744,10.3899363636364,3,4.56381818181818,4.105,4.21618181818182,4.35854545454545,166.762272727273,3,18221,NA,NA,NA,249941,4.1,116.8,4554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007M08",532.830017,479.48999,523.460022,522.72998,191306608.695652,NA,NA,NA,NA,1503.890015,1370.599976,1455.180054,1473.98999,3973120000,8829,458,8371,NA,NA,313.7,848.3,204.3,5.2,22,85.27,100.54,95.31,1.7,-0.6,0.1,1.3,1,0.2,1.3,89.18,89.77,86.77,81.17,83.54,90.69,91.2,1.9,0,0.2,1.4,1.1,0.2,1.3,87.53,87.08,82.71,81.17,35,31,40,86.53,1.9,635,20,12,9,88.05,1.1,14,88.45,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8,-0.3,83.3,8.5,79.9,8.2,101.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1,-0.1,78.7,6.2,76.5,6.1,139.7,89.4,102.3,134.3,98.2,99.2,90.4,104.4,90.4,1.362247826087,4,NA,0.6776630434783,10.316247826087,3,4.66634782608696,4.30808695652174,4.54360869565217,4.59378260869565,159.052608695652,3,19554,NA,NA,NA,257921,4.7,117.8,5043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007M09",546.559998,512.419983,523.77002,540.97998,161946945,NA,NA,NA,NA,1538.73999,1439.290039,1473.959961,1526.75,3042615789.47368,8839,456,8383,NA,NA,309.8,847,197.5,5.2,10,85.14,101.21,96.63,1.7,3.4,0.6,1.1,1.2,0.4,1.3,89.75,90.3,86.98,81.17,83.41,91.29,92.46,1.8,4,0.8,1.2,1.3,0.4,1.3,88.09,87.59,82.91,81.17,12,3,21,86.85,2.2,648,13,9,5,88.66,1.3,9,88.78,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2,86.8,6.9,82.5,9.1,101.1,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,1.2,86.5,5.3,83.1,6.6,144.6,90,105.1,142.6,99,99.9,94.1,106.2,88,1.389645,4,NA,0.68887,10.4533,3,4.7245,4.4339,4.7417,4.75135,159.8195,3,14386,NA,NA,NA,252650,4.3,117.4,3635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007M10",559.429993,537.51001,538.409973,547.849976,200480695.652174,NA,NA,NA,NA,1576.089966,1489.560059,1527.290039,1549.380005,3305329565.21739,8849,451,8398,NA,NA,307.2,846.5,193.6,5.1,4,85.08,101.16,96.95,1.6,4.3,1.2,1.1,1.5,1.8,1.3,89.7,90.33,87.57,81.17,83.36,91.24,92.77,1.8,4.9,1.3,1.2,1.6,1.8,1.3,88.03,87.63,83.48,81.17,1,-7,10,87.3,2.7,745,10,6,0,88.79,1.6,5,89.21,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,3.3,84.4,1.2,81.5,4.6,100.6,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,2.5,86.3,5.5,83.9,8.1,148,86.1,104.1,146.1,103.9,100,92.8,106.8,90.6,1.422747826087,4,NA,0.6961413043478,10.6740869565217,3,4.64665217391304,4.23552173913043,4.68739130434783,4.66339130434783,164.947826086956,3,16833,NA,NA,NA,251238,4.3,117.6,4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007M11",549.780029,480.869995,549.719971,507.579987,166633268.181818,NA,NA,NA,NA,1545.790039,1406.099976,1545.790039,1481.140015,4106997619.04762,8844,447,8397,NA,NA,305.8,847.3,192.3,5.1,1,85,103.13,97.35,1.6,6.5,1.8,1.2,1.8,2.6,1.3,89.52,90.47,88.41,81.17,83.28,93.01,93.15,1.8,7.1,1.9,1.2,1.9,2.6,1.3,87.86,87.76,84.28,81.17,-2,-10,5,87.75,3.1,624,9,4,-2,88.93,1.8,3,89.69,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,3.9,87.9,5.5,86.9,9.7,98.8,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,2.8,91.7,7.2,89.6,10.2,161.7,88.6,104,163.7,106.5,100.3,90.1,109.4,91.7,1.4683636363636,4,NA,0.7089590909091,10.8956863636364,3,4.60722727272727,4.21595454545454,4.63854545454545,4.62972727272727,162.890909090909,3,18067,NA,NA,NA,252031,4.4,118.1,4553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007M12",521.48999,495.48999,506.859985,515.77002,118503273.684211,NA,NA,NA,NA,1523.569946,1435.650024,1479.630005,1468.359985,3241083500,8851,444,8407,NA,NA,304.7,846.6,192,5,2,84.95,102.42,96.49,1.6,5.2,1.7,1.1,1.7,3.1,1.3,89.02,90.08,88.87,81.17,83.23,92.37,92.32,1.7,5.8,1.8,1.2,1.9,3.1,1.3,87.37,87.39,84.72,81.17,1,-6,9,88.11,3.2,477,9,1,-2,88.45,1.6,2,90.05,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5,4.5,85.6,1.2,84.3,5.8,101.9,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.4,2.8,83.4,1.5,83.7,4.3,171.5,93.1,103,151.1,109.3,101.1,95.3,108.9,92.7,1.4570368421053,4,NA,0.7206368421053,10.7403894736842,3,4.79294736842105,4.71136842105263,4.84836842105263,4.81936842105263,163.553157894737,3,19662,NA,NA,NA,247650,4,117.5,4869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M01",518.27002,401.450012,514.679993,441.329987,187139490.909091,NA,NA,NA,NA,1471.77002,1270.050049,1467.969971,1378.550049,4689301904.7619,8882,441,8441,NA,NA,303.7,846.5,196.1,5,1,85.9,102.99,95.64,1.9,3.9,1.7,1.4,1.9,3.5,1.3,89.03,90.24,89.56,81.17,84.23,93.44,91.65,2,4.5,1.8,1.5,2,3.7,1.3,87.43,87.63,85.45,81.17,-2,-11,7,87.92,3.4,710,9,0,0,88.42,1.8,3,89.7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.3,6.5,84.2,8.1,85.3,15.1,98.3,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,4.5,84.1,8.5,83.7,13.4,133,95.7,102.9,124.3,96.5,101.7,96.9,104.8,92,1.4717909090909,4,NA,0.74725,10.6567818181818,3,4.49804545454546,4.19731818181818,4.48154545454545,4.50136363636364,158.676818181818,3,12192,NA,NA,NA,252858,4.5,119,3083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M02",466.109985,425.350006,445.070007,446.529999,152180438.095238,NA,NA,NA,NA,1396.02002,1316.75,1378.599976,1330.630005,3926806500,8897,420,8476,NA,NA,303.3,846.1,191.9,4.7,-4,86.07,103.38,96.83,1.9,3.4,2,1.6,2.1,3.8,1.3,89.66,90.82,90.01,81.17,84.51,93.79,92.73,2.2,4,2.1,1.8,2.2,3.9,1.3,88.08,88.22,85.87,81.17,-12,-20,-4,88.3,3.5,515,8,0,-1,89.17,2,2,90.02,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5,6.2,82.9,4.7,81.6,11.1,100.2,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7,4.8,82.8,6.6,81.8,11.7,139.8,98.4,102.2,130.8,101.8,101.7,97.7,106.6,91.8,1.4748380952381,4,NA,0.7509380952381,10.5682095238095,3,4.34885714285714,4.18209523809524,4.36209523809524,4.35647619047619,157.969047619048,3,15081,NA,NA,NA,256717,4.4,119,3872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M03",446.140015,414.299988,439.070007,442.429993,240589168.421053,NA,NA,NA,NA,1359.680054,1256.97998,1330.449951,1322.699951,4659458500,8906,420,8485,NA,NA,302.5,844.7,185.6,4.7,-5,86.02,103.97,98.8,1.8,2.4,1.9,1.4,2,4.9,1.3,90.58,91.71,90.85,81.17,84.48,94.32,94.61,2.1,3,2,1.6,2.1,5,1.3,89,89.09,86.68,81.17,-15,-22,-8,89.04,3.7,461,7,1,-4,90.23,1.9,1,90.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.3,5.8,90.4,2.7,91.6,8.7,98.7,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9,4.8,92.6,1.5,92.6,6.4,157,96.4,100.3,145.6,113.7,99,93.9,107.4,90.1,1.5526526315789,4,NA,0.7749394736842,10.9833157894737,3,4.59005263157895,4.30463157894737,4.59636842105263,4.593,156.593684210526,3,13698,NA,NA,NA,250160,4.1,119.4,3427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M04",476.390015,440.140015,440.649994,475.559998,220924050,NA,NA,NA,NA,1404.569946,1324.349976,1326.410034,1385.589966,3908119545.45455,8944,431,8513,NA,NA,302.3,844,179.4,4.8,-7,86.25,105.19,99.13,1.8,2.2,1.6,1.3,1.9,5,1.3,90.79,92.02,91.26,81.17,84.74,95.43,94.92,2.1,2.8,1.6,1.4,2,5.1,1.3,89.23,89.42,87.07,81.17,-18,-26,-11,89.41,3.6,590,6,0,-4,90.55,1.7,0,91.19,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7,5.9,83.2,2.2,84.6,8.3,99.5,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.2,5.3,86.3,5.9,87.3,11.5,182.4,101.3,100.4,168.4,119.8,101.5,98.4,113.2,90.1,1.57505,4,NA,0.7948659090909,11.0236863636364,3,4.81990909090909,4.36909090909091,4.7835,4.79536363636364,161.561818181818,3,18474,NA,NA,NA,255294,3.9,119.5,4716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M05",496.119995,473.019989,478.959991,485.519989,112025185.714286,NA,NA,NA,NA,1440.23999,1373.069946,1385.969971,1400.380005,3856689523.80952,8948,431,8517,NA,NA,301.7,843.3,173.9,4.8,-12,86.45,107.43,99.61,1.9,3.3,2.1,1.4,2.1,5.8,1.3,90.91,92.34,91.62,81.17,84.95,97.45,95.38,2.2,4,2.2,1.5,2.3,5.9,1.3,89.36,89.74,87.41,81.17,-28,-35,-22,89.97,4,415,3,-1,-6,90.92,2.1,-1,91.76,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.3,7.7,85.9,0.9,87.9,8.8,100,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.4,6.4,81.2,1.1,83.1,7.6,134.3,98.3,99.9,125.4,98.4,99.9,96.4,103.8,89.3,1.5557,4,NA,0.7920857142857,10.8461571428571,3,4.99380952380952,4.38738095238095,4.85738095238095,4.89747619047619,162.31,3,13871,NA,NA,NA,252098,2.9,119,3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M06",487.320007,419.100006,483.850006,425.929993,138284042.857143,NA,NA,NA,NA,1404.050049,1272,1399.619995,1280,4600668571.42857,8957,431,8526,NA,NA,300.7,841.8,169.2,4.8,-16,86.53,109.12,99.02,2,5.1,2.5,1.5,2.4,5.8,1.3,90.47,92.17,91.94,81.17,85.05,98.97,94.81,2.3,5.7,2.6,1.6,2.6,5.9,1.3,88.93,89.58,87.72,81.17,-35,-37,-33,90.34,4.3,554,0,-2,-10,90.66,2.3,-4,92.11,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,9.3,84.2,1.2,88.4,10.5,98.7,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6,7.4,83.5,-1.5,86.5,5.8,143,96.3,104.1,133.2,100.8,100.1,92.6,105.3,87.9,1.5552761904762,4,NA,0.7915238095238,10.7287333333333,3,5.36080952380952,4.47238095238095,4.94052380952381,5.08833333333333,166.264285714286,3,15669,NA,NA,NA,252710,2.8,119.3,3960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M07",424.209991,374.089996,424.209991,399.950012,149685217.391304,NA,NA,NA,NA,1292.170044,1200.439941,1276.689941,1267.380005,5680935000,8957,423,8534,NA,NA,299.6,840.3,166.8,4.7,-26,87.34,111.63,98.15,2.4,10.2,3.2,1.6,3,6.1,1.9,90.28,92.26,92.19,82.74,85.85,101.73,94.08,2.8,11.4,3.4,1.8,3.2,6.2,1.9,88.76,89.72,87.96,82.74,-51,-52,-50,90.26,4.4,585,-5,-7,-18,90.55,3,-10,91.97,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.9,9.1,82.6,-0.6,85.9,8.4,99.1,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,7.4,82.6,1.2,85.1,8.7,154.6,96.1,97.3,143.4,99.4,98.5,92.6,105.3,88.7,1.5769695652174,4.18548387096774,NA,0.7930760869565,10.7808565217391,3.18548387096774,5.39321739130435,4.4715652173913,4.961,5.14817391304348,168.45347826087,3.18548387096774,17597,NA,NA,NA,258178,3.1,120.3,4543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M08",417.420013,391.75,396.679993,412.839996,109040847.619048,NA,NA,NA,NA,1313.150024,1247.449951,1269.420044,1282.829956,4107905238.09524,8961,418,8543,NA,NA,297.8,838.7,165.2,4.7,-28,87.35,109.58,98.37,2.4,9,3.2,1.8,3,6,1.9,90.75,92.44,92,82.74,85.87,99.88,94.28,2.8,10.1,3.4,1.9,3.2,6.1,1.9,89.22,89.89,87.78,82.74,-54,-50,-57,90.23,4.3,513,-5,-8,-21,90.67,3,-11,91.84,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.4,9,84,0.8,87.7,9.8,99.9,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.3,7.4,79.1,0.4,82.5,7.9,145.7,98.4,97.6,135.4,101.1,97.7,87.2,103.8,88.9,1.4975380952381,4.25,NA,0.7927880952381,10.2608761904762,3.25,5.32304761904762,4.48747619047619,4.96519047619048,5.16019047619048,163.629047619048,3.25,15469,NA,NA,NA,261948,2.6,120.9,4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M09",416.279999,310.670013,409.380005,331.450012,183559236.363636,NA,NA,NA,NA,1303.040039,1106.420044,1287.829956,1166.359985,6667015238.09524,8968,427,8541,NA,NA,295.2,839.6,161.4,4.8,-25,87.16,109.1,99.51,2.4,7.8,3,1.7,2.8,6,1.9,91.27,92.84,92.2,82.74,85.68,99.45,95.38,2.7,8.9,3.2,1.9,3.1,6.1,1.9,89.73,90.28,87.97,82.74,-47,-41,-53,90.48,4.2,591,-1,-7,-21,91.13,2.8,-10,92.01,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.6,5.9,88,1.4,88.6,7.4,101.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.1,6.3,87,0.5,88.9,6.9,162.7,104.6,97.8,150.5,106.9,97.9,87.7,106.7,88.8,1.43695,4.25,NA,0.7992431818182,9.8252318181818,3.25,5.38390909090909,4.65990909090909,5.01918181818182,5.21895454545455,153.200454545455,3.25,15374,NA,NA,NA,258314,2.7,120.5,3971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M10",344.230011,231.5,335.660004,267.690002,213019265.217391,NA,NA,NA,NA,1167.030029,839.799988,1164.170044,968.75,6948827391.30435,8983,423,8560,NA,NA,293.6,839.3,160.8,4.7,-25,87.32,104.96,99.06,2.6,3.8,2.2,1.9,2.5,5.5,1.9,91.38,92.62,92.36,82.74,85.84,95.71,94.96,3,4.9,2.4,2,2.8,5.7,1.9,89.83,90.07,88.2,82.74,-48,-41,-56,90.51,3.7,561,-2,-4,-24,90.98,2.5,-10,92.04,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7,3.2,85.5,1.3,85.2,4.5,101.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.1,4,86.1,-0.2,87.1,3.8,159.5,89.5,96.7,147.7,109.2,98.5,89.7,106.9,88.8,1.3322086956522,4.25,3.75,0.7866804347826,9.1070565217391,3.23387096774194,5.24782608695652,4.83126086956522,5.11308695652174,5.17808695652174,133.518695652174,3.23387096774194,16568,NA,NA,NA,259137,2.2,120.2,4293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008M11",291.130005,220.119995,269.570007,252.550003,132724295,NA,NA,NA,NA,1007.51001,741.02002,968.669983,896.23999,6087379473.68421,8995,421,8574,NA,NA,292.6,838.6,163.7,4.7,-26,87.21,100.63,98.22,2.6,-2.4,0.9,1.9,1.8,4.5,1.9,91.19,92.14,92.37,82.74,85.73,91.81,94.48,2.9,-1.3,1.4,2,2.3,5.8,1.9,89.64,89.74,89.21,82.74,-50,-41,-58,90.17,2.8,684,-3,-3,-26,90.61,1.9,-11,91.59,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3,-1.6,86.1,-2.1,83.7,-3.7,101.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6,0.9,84,-8.3,82.9,-7.5,146.3,80.9,82,135.8,107.6,93.7,89,101.6,88.9,1.273215,NA,3.43333333333333,0.8306325,8.69502,2.93333333333333,4.3504,3.84325,4.2383,4.29475,123.2775,2.93333333333333,11619,NA,NA,NA,245292,1.1,119.3,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
